ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
9,Vina del Mar,Bellsouth Open,2004-02-16,International,Outdoor,Clay,The Final,3,Gonzalez F.,Kuerten G.,36.0,17.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.727,1.95,1.85,1.85,1.85,1.8,1.8,1.952,1.901
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-16,International,Outdoor,Clay,1st Round,3,Gasquet R.,Verdasco F.,105.0,102.0,2.0,6.0,7.0,5.0,6,1.0,,,,,2.0,1.0,Completed,1.533,2.375,1.6,2.3,1.55,2.35,1.5,2.1,1.565,2.59
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-16,International,Outdoor,Clay,1st Round,3,Massu N.,Montanes A.,14.0,119.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.222,3.75,1.18,4.65,1.2,4.25,1.2,3.3,1.22,4.8
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Volandri F.,Canas G.,45.0,144.0,6.0,3.0,4.0,6.0,6,2.0,,,,,2.0,1.0,Completed,2.0,1.727,1.95,1.8,1.95,1.8,1.9,1.6,2.04,1.833
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Coria G.,Horna L.,4.0,66.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.071,7.5,1.1,6.5,1.1,6.25,1.05,5.0,1.07,11.81
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Monaco J.,Lapentti N.,223.0,59.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.85,1.4,2.85,1.4,2.5,1.35,2.72,1.513
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Patience O.,Portas A.,131.0,84.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.833,1.833,1.8,1.95,1.85,1.9,2.0,1.55,1.952,1.901
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Lisnard J.R.,30.0,122.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.0,1.16,5.0,1.15,5.2,1.15,3.8,1.174,5.5
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Squillari F.,Lopez M.,135.0,138.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.6,2.3,1.49,2.44,1.6,1.9,1.488,2.75
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Hernandez O.,Moyano D.,91.0,247.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,2.0,1.77,1.85,1.85,1.75,1.75,1.99,1.84
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Calleri A.,Blanco G.,21.0,86.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.222,3.75,1.22,4.15,1.2,4.25,1.25,3.0,1.148,6.0
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Chela J.I.,Lapentti G.,41.0,128.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,,,1.35,3.1,1.37,2.92,1.3,2.7,1.351,3.4
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Saretta F.,Behrend T.,44.0,101.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.286,3.25,1.28,3.5,1.25,3.75,1.25,3.0,1.29,3.95
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Moya C.,Levy H.,7.0,99.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,1.07,7.5,1.1,6.25,1.05,5.0,1.093,9.25
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Sanchez D.,Ramirez-Hidalgo R.,54.0,79.0,3.0,6.0,6.0,0.0,6,1.0,,,,,2.0,1.0,Completed,1.4,2.75,1.5,2.45,1.5,2.45,1.55,2.0,1.595,2.48
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-17,International,Outdoor,Clay,1st Round,3,Ferrer D.,Kuerten G.,70.0,17.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.222,3.75,1.25,3.35,1.3,3.3,1.2,4.55,1.238
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-18,International,Outdoor,Clay,1st Round,3,Acasuso J.,Gaudio G.,111.0,35.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.25,1.286,3.2,1.33,3.0,1.35,2.7,1.3,3.5,1.339
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-18,International,Outdoor,Clay,2nd Round,3,Monaco J.,Chela J.I.,223.0,41.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-18,International,Outdoor,Clay,2nd Round,3,Massu N.,Volandri F.,14.0,45.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.727,2.0,1.81,1.95,1.76,1.99,1.55,2.0,1.87,1.99
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-18,International,Outdoor,Clay,2nd Round,3,Gasquet R.,Calleri A.,105.0,21.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.5,1.286,3.5,1.28,3.35,1.3,3.0,1.25,3.83,1.3
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-19,International,Outdoor,Clay,2nd Round,3,Coria G.,Squillari F.,4.0,135.0,6.0,3.0,4.0,6.0,6,1.0,,,,,2.0,1.0,Completed,1.111,6.0,1.11,6.0,1.1,5.85,1.1,4.5,1.102,8.3
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-19,International,Outdoor,Clay,2nd Round,3,Ferrer D.,Saretta F.,70.0,44.0,7.0,6.0,3.0,6.0,6,2.0,,,,,2.0,1.0,Completed,2.2,1.615,2.5,1.5,2.25,1.6,2.1,1.5,2.72,1.513
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-19,International,Outdoor,Clay,2nd Round,3,Zabaleta M.,Hernandez O.,30.0,91.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.2,4.3,1.25,3.75,1.3,2.7,1.287,3.94
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-19,International,Outdoor,Clay,2nd Round,3,Acasuso J.,Patience O.,111.0,131.0,3.0,6.0,7.0,6.0,6,4.0,,,,,2.0,1.0,Completed,1.444,2.625,1.45,2.7,1.44,2.56,1.35,2.5,1.508,2.72
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-20,International,Outdoor,Clay,2nd Round,3,Moya C.,Sanchez D.,7.0,54.0,7.0,6.0,1.0,6.0,7,6.0,,,,,2.0,1.0,Completed,1.333,3.25,1.35,3.1,1.32,3.22,1.25,3.0,1.355,3.37
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-20,International,Outdoor,Clay,Quarterfinals,3,Gasquet R.,Massu N.,105.0,14.0,6.0,3.0,4.0,6.0,7,5.0,,,,,2.0,1.0,Completed,3.4,1.3,3.85,1.25,3.35,1.3,3.3,1.2,3.8,1.303
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-20,International,Outdoor,Clay,Quarterfinals,3,Coria G.,Monaco J.,4.0,223.0,7.0,6.0,3.0,6.0,6,1.0,,,,,2.0,1.0,Completed,1.08,7.0,1.1,7.0,1.1,6.25,1.1,4.5,1.091,9.0
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-21,International,Outdoor,Clay,Quarterfinals,3,Acasuso J.,Ferrer D.,111.0,70.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.833,1.833,2.0,1.8,2.0,1.75,1.9,1.6,2.02,1.833
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-21,International,Outdoor,Clay,Quarterfinals,3,Moya C.,Zabaleta M.,7.0,30.0,4.0,6.0,7.0,6.0,6,4.0,,,,,2.0,1.0,Completed,1.444,2.625,1.55,2.45,1.6,2.25,1.35,2.5,1.565,2.57
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-21,International,Outdoor,Clay,Semifinals,3,Coria G.,Gasquet R.,4.0,105.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.12,6.25,1.1,6.25,1.1,4.5,1.143,6.5
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-21,International,Outdoor,Clay,Semifinals,3,Moya C.,Acasuso J.,7.0,111.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.5,2.6,1.45,2.6,1.3,2.7,1.435,3.0
10,Buenos Aires,ATP Buenos Aires 2004,2004-02-22,International,Outdoor,Clay,The Final,3,Coria G.,Moya C.,4.0,7.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.67,2.2,1.58,2.28,1.6,2.0,1.676,2.32
11,Memphis,Kroger St. Jude,2004-02-16,International Gold,Indoor,Hard,1st Round,3,Johansson J.,Lee H.T.,71.0,68.0,6.0,4.0,6.0,7.0,6,2.0,,,,,2.0,1.0,Completed,1.533,2.375,1.48,2.55,1.53,2.4,1.5,2.1,1.521,2.72
11,Memphis,Kroger St. Jude,2004-02-16,International Gold,Indoor,Hard,1st Round,3,Malisse X.,Delic A.,65.0,325.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.333,3.0,1.4,2.85,1.44,2.67,1.25,3.0,1.476,2.82
11,Memphis,Kroger St. Jude,2004-02-16,International Gold,Indoor,Hard,1st Round,3,Saulnier C.,Ginepri R.,69.0,26.0,3.0,6.0,7.0,6.0,6,2.0,,,,,2.0,1.0,Completed,2.2,1.615,2.25,1.6,2.35,1.55,2.0,1.55,2.24,1.704
11,Memphis,Kroger St. Jude,2004-02-16,International Gold,Indoor,Hard,1st Round,3,Enqvist T.,Spadea V.,80.0,28.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,1.909,1.85,1.9,1.85,1.85,1.8,1.7,1.909,1.943
11,Memphis,Kroger St. Jude,2004-02-16,International Gold,Indoor,Hard,1st Round,3,de Chaunac S.,Labadze I.,160.0,73.0,3.0,6.0,6.0,3.0,6,6.0,,,,,1.0,1.0,Retired,1.727,2.0,1.77,2.0,1.75,2.0,1.75,1.75,1.909,1.909
11,Memphis,Kroger St. Jude,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Popp A.,Haas T.,88.0,1086.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.5,1.5,2.2,1.63,1.9,1.6,2.48,1.595
11,Memphis,Kroger St. Jude,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Niemeyer F.,Burgsmuller L.,168.0,76.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.667,1.95,1.8,1.85,1.85,1.9,1.6,1.98,1.862
11,Memphis,Kroger St. Jude,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Melzer J.,Vahaly B.,78.0,89.0,6.0,3.0,6.0,7.0,7,6.0,,,,,2.0,1.0,Completed,1.667,2.1,1.67,2.15,1.7,2.1,1.55,2.0,1.714,2.22
11,Memphis,Kroger St. Jude,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Tursunov D.,Rochus C.,87.0,107.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.38,2.9,1.4,2.85,1.4,2.3,1.444,3.0
11,Memphis,Kroger St. Jude,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Ferreira W.,Bryan B.,46.0,273.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.25,1.3,3.35,1.36,2.97,1.25,3.0,1.364,3.35
11,Memphis,Kroger St. Jude,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Kiefer N.,Taino E.,57.0,124.0,6.0,4.0,3.0,6.0,6,1.0,,,,,2.0,1.0,Completed,1.444,2.625,1.48,2.55,1.63,2.2,1.35,2.5,1.599,2.47
11,Memphis,Kroger St. Jude,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Gambill J.M.,Dent T.,63.0,23.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.3,1.6,2.1,1.7,2.1,1.5,2.31,1.671
11,Memphis,Kroger St. Jude,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Blake J.,Moodie W.,39.0,85.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.42,2.75,1.4,2.85,1.3,2.7,1.535,2.67
11,Memphis,Kroger St. Jude,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Baker B.,Dupuis A.,366.0,64.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.22,3.4,1.3,3.46,1.28,3.0,1.25,3.5,1.339
11,Memphis,Kroger St. Jude,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Fish M.,Mutis O.,19.0,104.0,4.0,6.0,6.0,3.0,6,4.0,,,,,2.0,1.0,Completed,1.1,6.5,1.12,6.0,1.15,5.2,1.1,4.5,1.136,6.6
11,Memphis,Kroger St. Jude,2004-02-19,International Gold,Indoor,Hard,1st Round,3,Roddick A.,Martin T.,2.0,60.0,7.0,6.0,1.0,6.0,7,5.0,,,,,2.0,1.0,Completed,1.143,5.0,1.16,5.0,1.15,5.2,1.15,3.8,1.161,5.45
11,Memphis,Kroger St. Jude,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Malisse X.,Saulnier C.,65.0,69.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.727,2.0,1.76,1.95,1.8,1.7,1.8,2.15,1.763
11,Memphis,Kroger St. Jude,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Enqvist T.,Popp A.,80.0,88.0,2.0,6.0,6.0,1.0,6,4.0,,,,,2.0,1.0,Completed,1.333,3.25,1.25,3.75,1.32,3.22,1.3,2.7,1.286,3.95
11,Memphis,Kroger St. Jude,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Johansson J.,Blake J.,71.0,39.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.0,1.77,2.1,1.7,2.0,1.55,2.06,1.82
11,Memphis,Kroger St. Jude,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Kiefer N.,Melzer J.,57.0,78.0,7.0,6.0,6.0,7.0,6,3.0,,,,,2.0,1.0,Completed,1.615,2.2,1.77,2.0,1.8,1.95,1.6,1.9,1.826,2.05
11,Memphis,Kroger St. Jude,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Fish M.,Niemeyer F.,19.0,168.0,1.0,6.0,6.0,3.0,7,5.0,,,,,2.0,1.0,Completed,1.143,5.0,1.14,5.25,1.2,4.25,1.15,3.8,1.19,5.0
11,Memphis,Kroger St. Jude,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Tursunov D.,Ferreira W.,87.0,46.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.6,1.47,2.53,1.48,2.5,1.35,2.5,1.588
11,Memphis,Kroger St. Jude,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Gambill J.M.,Baker B.,63.0,366.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.22,4.1,1.2,4.25,1.2,3.3,1.219,4.91
11,Memphis,Kroger St. Jude,2004-02-20,International Gold,Indoor,Hard,2nd Round,3,Roddick A.,de Chaunac S.,2.0,160.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.03,10.0,1.06,8.0,1.05,7.25,1.02,6.0,1.058,14.3
11,Memphis,Kroger St. Jude,2004-02-20,International Gold,Indoor,Hard,Quarterfinals,3,Johansson J.,Malisse X.,71.0,65.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.62,2.3,1.6,2.25,1.7,1.8,1.592,2.49
11,Memphis,Kroger St. Jude,2004-02-20,International Gold,Indoor,Hard,Quarterfinals,3,Kiefer N.,Gambill J.M.,57.0,63.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.6,1.5,2.53,1.48,2.2,1.45,3.1,1.408
11,Memphis,Kroger St. Jude,2004-02-20,International Gold,Indoor,Hard,Quarterfinals,3,Fish M.,Tursunov D.,19.0,87.0,6.0,3.0,4.0,6.0,6,4.0,,,,,2.0,1.0,Completed,1.364,3.0,1.45,2.75,1.42,2.75,1.35,2.5,1.42,3.08
11,Memphis,Kroger St. Jude,2004-02-21,International Gold,Indoor,Hard,Quarterfinals,3,Enqvist T.,Roddick A.,80.0,2.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,5.0,1.143,4.75,1.18,4.25,1.2,4.5,1.1,5.3,1.172
11,Memphis,Kroger St. Jude,2004-02-21,International Gold,Indoor,Hard,Semifinals,3,Johansson J.,Fish M.,71.0,19.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.05,1.77,2.05,1.75,2.0,1.55,2.2,1.735
11,Memphis,Kroger St. Jude,2004-02-21,International Gold,Indoor,Hard,Semifinals,3,Kiefer N.,Enqvist T.,57.0,80.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.25,1.65,2.3,1.6,1.9,1.6,2.44,1.625
11,Memphis,Kroger St. Jude,2004-02-22,International Gold,Indoor,Hard,The Final,3,Johansson J.,Kiefer N.,71.0,57.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.53,2.5,1.5,2.45,1.45,2.35,1.588,2.52
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-16,International Gold,Indoor,Hard,1st Round,3,Stepanek R.,Rochus O.,48.0,49.0,5.0,7.0,6.0,2.0,6,2.0,,,,,2.0,1.0,Completed,1.727,2.0,1.75,2.0,1.8,1.95,1.55,2.0,1.877,1.98
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-16,International Gold,Indoor,Hard,1st Round,3,van Lottum J.,Kucera K.,95.0,50.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,3.4,1.3,3.75,1.25,3.3,1.2,3.45,1.351
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-16,International Gold,Indoor,Hard,1st Round,3,Schalken S.,Ivanisevic G.,15.0,582.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.364,2.875,1.3,3.4,1.4,2.85,1.3,2.7,1.351,3.45
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-16,International Gold,Indoor,Hard,1st Round,3,Schuettler R.,Koubek S.,6.0,94.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.222,3.75,1.25,3.5,1.2,4.25,1.25,3.0,1.233,4.6
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Costa A.,Heuberger I.,27.0,133.0,6.0,4.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.444,2.625,1.55,2.4,1.55,2.35,1.4,2.3,1.595,2.52
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Davydenko N.,Srichaphan P.,51.0,10.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.0,1.2,4.25,1.2,4.25,1.2,3.3,1.2,5.1,1.204
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Sluiter R.,Corretja A.,62.0,90.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,1.909,1.7,2.1,1.63,2.2,1.75,1.75,1.676,2.3
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Pavel A.,Youzhny M.,52.0,56.0,4.0,6.0,7.0,6.0,6,2.0,,,,,2.0,1.0,Completed,1.8,1.909,1.8,1.95,1.8,1.95,1.9,1.6,1.82,2.06
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Nieminen J.,Verkerk M.,37.0,18.0,7.0,6.0,6.0,7.0,6,4.0,,,,,2.0,1.0,Completed,2.1,1.667,2.02,1.75,2.05,1.75,1.9,1.6,2.01,1.855
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-17,International Gold,Indoor,Hard,1st Round,3,Henman T.,Robredo T.,11.0,20.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.65,1.35,3.1,1.4,2.3,1.4,3.15
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Mirnyi M.,Sargsian S.,22.0,42.0,6.0,7.0,7.0,6.0,6,1.0,,,,,2.0,1.0,Completed,1.4,2.75,1.36,3.0,1.34,3.12,1.4,2.3,1.426,3.05
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Cakl T.,Bjorkman J.,213.0,36.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,5.0,1.14,5.0,1.16,4.67,1.17,3.8,1.15,5.05,1.194
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Hewitt L.,Gonzalez F.,13.0,25.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.286,3.25,1.27,3.75,1.28,3.46,1.25,3.0,1.364,3.3
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Johansson T.,Ascione T.,276.0,82.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.5,2.5,1.45,2.6,1.4,2.3,1.526,2.7
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Ferrero J.C.,van Scheppingen D.,3.0,98.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.125,5.5,1.18,4.65,1.2,4.25,1.2,3.3,1.16,5.75
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-18,International Gold,Indoor,Hard,1st Round,3,Federer R.,Clement A.,1.0,29.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.125,5.5,1.16,5.0,1.17,4.67,1.15,3.8,1.163,5.65
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-18,International Gold,Indoor,Hard,2nd Round,3,Schuettler R.,Stepanek R.,6.0,48.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.65,1.42,2.75,1.45,2.2,1.571,2.57
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Henman T.,Cakl T.,11.0,213.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Hewitt L.,Johansson T.,13.0,276.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.222,4.0,1.2,4.5,1.2,4.25,1.25,3.0,1.233,4.65
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Nieminen J.,Costa A.,37.0,27.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.6,2.3,1.65,2.15,1.55,2.0,1.658,2.34
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Mirnyi M.,Davydenko N.,22.0,51.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.45,2.65,1.45,2.6,1.4,2.3,1.435,3.0
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Federer R.,Pavel A.,1.0,52.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.125,5.5,1.08,7.25,1.15,5.2,1.07,4.8,1.126,7.21
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Sluiter R.,Schalken S.,62.0,15.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.85,1.4,2.92,1.37,2.7,1.3,3.43,1.347
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-19,International Gold,Indoor,Hard,2nd Round,3,Ferrero J.C.,van Lottum J.,3.0,95.0,7.0,5.0,5.0,7.0,7,6.0,,,,,2.0,1.0,Completed,1.167,4.5,1.17,4.85,1.15,5.2,1.2,3.3,1.216,4.99
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-20,International Gold,Indoor,Hard,Quarterfinals,3,Mirnyi M.,Nieminen J.,22.0,37.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.727,2.0,2.0,1.8,1.95,1.8,1.65,1.85,1.917,1.917
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-20,International Gold,Indoor,Hard,Quarterfinals,3,Hewitt L.,Schuettler R.,13.0,6.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.333,3.25,1.35,3.15,1.35,3.1,1.25,3.0,1.364,3.35
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-20,International Gold,Indoor,Hard,Quarterfinals,3,Henman T.,Federer R.,11.0,1.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.95,1.4,2.85,1.4,2.3,1.4,3.25,1.385
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-20,International Gold,Indoor,Hard,Quarterfinals,3,Ferrero J.C.,Sluiter R.,3.0,62.0,1.0,6.0,6.0,4.0,7,6.0,,,,,2.0,1.0,Completed,1.4,2.75,1.6,2.35,1.5,2.45,1.35,2.5,1.532,2.68
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-21,International Gold,Indoor,Hard,Semifinals,3,Hewitt L.,Henman T.,13.0,11.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.5,2.6,1.45,2.6,1.4,2.3,1.575,2.54
12,Rotterdam,ABN AMRO World Tennis Tournament,2004-02-21,International Gold,Indoor,Hard,Semifinals,3,Ferrero J.C.,Mirnyi M.,3.0,22.0,6.0,7.0,6.0,3.0,7,6.0,,,,,2.0,1.0,Completed,1.667,2.1,1.75,2.05,1.75,2.05,1.65,1.85,1.806,2.08
