ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
6,Melbourne,Australian Open,2004-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Grosjean S.,4.0,10.0,6.0,2.0,,,,,,,,,1.0,0.0,Retired,1.167,4.5,1.18,4.85,1.21,4.69,1.15,4.0,1.233,4.8
6,Melbourne,Australian Open,2004-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Safin M.,Roddick A.,86.0,1.0,2.0,6.0,6.0,3.0,7,5.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,3.5,1.286,3.85,1.25,3.75,1.25,3.2,1.25,4.13,1.279
6,Melbourne,Australian Open,2004-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5,Ferrero J.C.,Arazi H.,3.0,51.0,6.0,1.0,7.0,6.0,7,6.0,,,,,3.0,0.0,Completed,1.286,3.5,1.35,3.2,1.3,3.34,1.25,3.2,1.352,3.49
6,Melbourne,Australian Open,2004-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Nalbandian D.,2.0,8.0,7.0,5.0,6.0,4.0,5,7.0,6.0,3.0,,,3.0,1.0,Completed,1.533,2.375,1.55,2.45,1.6,2.4,1.4,2.5,1.613,2.45
6,Melbourne,Australian Open,2004-01-29,Grand Slam,Outdoor,Hard,Semifinals,5,Safin M.,Agassi A.,86.0,4.0,7.0,6.0,7.0,6.0,5,7.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,3.25,1.364,3.4,1.3,3.35,1.3,2.9,1.3,3.35,1.392
6,Melbourne,Australian Open,2004-01-30,Grand Slam,Outdoor,Hard,Semifinals,5,Federer R.,Ferrero J.C.,2.0,3.0,6.0,4.0,6.0,1.0,6,4.0,,,,,3.0,0.0,Completed,1.286,3.75,1.25,3.75,1.27,3.81,1.25,3.2,1.299,4.05
6,Melbourne,Australian Open,2004-01-31,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Safin M.,2.0,86.0,7.0,6.0,6.0,4.0,6,2.0,,,,,3.0,0.0,Completed,1.4,3.0,1.4,2.85,1.47,2.86,1.35,2.7,1.444,3.0
7,Milan,Indesit ATP Milano Indoor ,2004-02-10,International,Indoor,Carpet,1st Round,3,Carraz G.,Santopadre V.,63.0,145.0,6.0,7.0,6.0,3.0,6,3.0,,,,,2.0,1.0,Completed,,,,,,,,,,
7,Milan,Indesit ATP Milano Indoor ,2004-02-10,International,Indoor,Carpet,1st Round,3,Ancic M.,Santoro F.,107.0,70.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.833,1.833,2.0,1.77,2.1,1.7,1.75,1.75,2.09,1.8
7,Milan,Indesit ATP Milano Indoor ,2004-02-10,International,Indoor,Carpet,1st Round,3,Johansson T.,Davydenko N.,466.0,52.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.571,2.25,1.5,2.5,1.5,2.45,1.45,2.2,1.465,2.87
7,Milan,Indesit ATP Milano Indoor ,2004-02-10,International,Indoor,Carpet,1st Round,3,Robredo T.,Corretja A.,19.0,89.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.65,2.2,1.65,2.15,1.6,1.9,1.676,2.32
7,Milan,Indesit ATP Milano Indoor ,2004-02-10,International,Indoor,Carpet,1st Round,3,Heuberger I.,Martin A.,135.0,59.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.615,,,2.0,1.75,1.8,1.7,2.2,1.714
7,Milan,Indesit ATP Milano Indoor ,2004-02-10,International,Indoor,Carpet,1st Round,3,Ivanisevic G.,Ulihrach B.,753.0,146.0,7.0,6.0,3.0,6.0,7,6.0,,,,,2.0,1.0,Completed,,,,,,,,,,
7,Milan,Indesit ATP Milano Indoor ,2004-02-10,International,Indoor,Carpet,1st Round,3,Sargsian S.,Seppi A.,43.0,243.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.333,3.0,1.36,3.0,1.3,3.35,1.35,2.5,1.37,3.3
7,Milan,Indesit ATP Milano Indoor ,2004-02-11,International,Indoor,Carpet,1st Round,3,Kucera K.,Stepanek R.,51.0,48.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.45,2.65,1.4,2.85,1.4,2.3,1.444,2.95
7,Milan,Indesit ATP Milano Indoor ,2004-02-11,International,Indoor,Carpet,1st Round,3,Dupuis A.,Lopez F.,97.0,33.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.875,1.364,2.85,1.4,2.85,1.4,2.2,1.45,2.9,1.465
7,Milan,Indesit ATP Milano Indoor ,2004-02-11,International,Indoor,Carpet,1st Round,3,Beck K.,Ljubicic I.,62.0,35.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.0,1.77,1.95,1.8,1.85,1.65,2.09,1.8
7,Milan,Indesit ATP Milano Indoor ,2004-02-11,International,Indoor,Carpet,1st Round,3,Hrbaty D.,Andreev I.,42.0,80.0,4.0,6.0,6.0,3.0,6,2.0,,,,,2.0,1.0,Completed,1.333,3.0,1.3,3.4,1.25,3.75,1.3,2.7,1.299,3.9
7,Milan,Indesit ATP Milano Indoor ,2004-02-11,International,Indoor,Carpet,1st Round,3,Nadal R.,Karlovic I.,41.0,67.0,7.0,5.0,6.0,7.0,6,1.0,,,,,2.0,1.0,Completed,1.571,2.25,1.6,2.3,1.65,2.15,1.55,2.0,1.676,2.32
7,Milan,Indesit ATP Milano Indoor ,2004-02-11,International,Indoor,Carpet,1st Round,3,Sluiter R.,Bracciali D.,57.0,213.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
7,Milan,Indesit ATP Milano Indoor ,2004-02-11,International,Indoor,Carpet,1st Round,3,Verkerk M.,Sanguinetti D.,18.0,74.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.6,2.3,1.65,2.15,1.5,2.1,1.645,2.39
7,Milan,Indesit ATP Milano Indoor ,2004-02-11,International,Indoor,Carpet,1st Round,3,Escude N.,Bohli S.,61.0,259.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
7,Milan,Indesit ATP Milano Indoor ,2004-02-11,International,Indoor,Carpet,1st Round,3,Youzhny M.,Galimberti G.,55.0,144.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.333,3.0,1.36,3.0,1.4,2.85,1.35,2.5,1.408,3.15
7,Milan,Indesit ATP Milano Indoor ,2004-02-12,International,Indoor,Carpet,2nd Round,3,Kucera K.,Sargsian S.,51.0,43.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.55,2.4,1.5,2.45,1.45,2.2,1.641,2.38
7,Milan,Indesit ATP Milano Indoor ,2004-02-12,International,Indoor,Carpet,2nd Round,3,Johansson T.,Sluiter R.,466.0,57.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.57,2.35,1.5,2.45,1.5,2.1,1.513,2.75
7,Milan,Indesit ATP Milano Indoor ,2004-02-12,International,Indoor,Carpet,2nd Round,3,Carraz G.,Beck K.,63.0,62.0,6.0,4.0,6.0,7.0,7,6.0,,,,,2.0,1.0,Completed,2.2,1.615,2.2,1.65,2.45,1.5,1.85,1.65,2.29,1.69
7,Milan,Indesit ATP Milano Indoor ,2004-02-12,International,Indoor,Carpet,2nd Round,3,Dupuis A.,Heuberger I.,97.0,135.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.55,2.4,1.5,2.45,1.6,1.9,1.629,2.41
7,Milan,Indesit ATP Milano Indoor ,2004-02-12,International,Indoor,Carpet,2nd Round,3,Ancic M.,Nadal R.,107.0,41.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.375,1.533,2.3,1.6,,,2.0,1.55,2.4,1.641
7,Milan,Indesit ATP Milano Indoor ,2004-02-12,International,Indoor,Carpet,2nd Round,3,Robredo T.,Ivanisevic G.,19.0,753.0,6.0,4.0,5.0,7.0,7,6.0,,,,,2.0,1.0,Completed,1.364,2.875,1.35,3.1,1.3,3.35,1.3,2.7,1.345,3.5
7,Milan,Indesit ATP Milano Indoor ,2004-02-12,International,Indoor,Carpet,2nd Round,3,Youzhny M.,Hrbaty D.,55.0,42.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
7,Milan,Indesit ATP Milano Indoor ,2004-02-12,International,Indoor,Carpet,2nd Round,3,Verkerk M.,Escude N.,18.0,61.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.571,2.4,1.55,2.35,1.55,2.0,1.55,2.7,1.532
7,Milan,Indesit ATP Milano Indoor ,2004-02-13,International,Indoor,Carpet,Quarterfinals,3,Johansson T.,Kucera K.,466.0,51.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.05,1.72,1.95,1.8,1.85,1.65,2.07,1.813
7,Milan,Indesit ATP Milano Indoor ,2004-02-13,International,Indoor,Carpet,Quarterfinals,3,Dupuis A.,Youzhny M.,97.0,55.0,5.0,7.0,7.0,6.0,7,6.0,,,,,2.0,1.0,Completed,2.25,1.571,2.35,1.57,2.28,1.58,2.0,1.55,2.4,1.641
7,Milan,Indesit ATP Milano Indoor ,2004-02-13,International,Indoor,Carpet,Quarterfinals,3,Carraz G.,Verkerk M.,63.0,18.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.5,1.5,2.65,1.45,2.2,1.45,2.78,1.5
7,Milan,Indesit ATP Milano Indoor ,2004-02-13,International,Indoor,Carpet,Quarterfinals,3,Ancic M.,Robredo T.,107.0,19.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.727,1.95,1.8,1.9,1.85,1.8,1.7,1.885,1.971
7,Milan,Indesit ATP Milano Indoor ,2004-02-14,International,Indoor,Carpet,Semifinals,3,Dupuis A.,Carraz G.,97.0,63.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.727,2.1,1.7,2.05,1.75,1.9,1.6,2.19,1.73
7,Milan,Indesit ATP Milano Indoor ,2004-02-14,International,Indoor,Carpet,Semifinals,3,Ancic M.,Johansson T.,107.0,466.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.1,1.7,2.15,1.65,2.0,1.55,2.07,1.813
7,Milan,Indesit ATP Milano Indoor ,2004-02-15,International,Indoor,Carpet,The Final,3,Dupuis A.,Ancic M.,97.0,107.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.375,1.533,2.6,1.5,2.45,1.5,2.35,1.45,2.77,1.508
8,San Jose,Siebel Open,2004-02-09,International,Indoor,Hard,1st Round,3,Kendrick R.,Burgsmuller L.,139.0,75.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.4,1.55,2.25,1.6,2.1,1.5,2.55,1.571
8,San Jose,Siebel Open,2004-02-09,International,Indoor,Hard,1st Round,3,Hippensteel K.,Tursunov D.,377.0,84.0,7.0,5.0,4.0,6.0,6,3.0,,,,,2.0,1.0,Completed,,,,,,,,,,
8,San Jose,Siebel Open,2004-02-10,International,Indoor,Hard,1st Round,3,Moodie W.,Martin T.,90.0,58.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.4,3.1,1.35,2.92,1.37,2.3,1.4,3.2,1.4
8,San Jose,Siebel Open,2004-02-10,International,Indoor,Hard,1st Round,3,Gambill J.M.,Ferreira W.,66.0,46.0,6.0,7.0,7.0,6.0,6,1.0,,,,,2.0,1.0,Completed,2.5,1.5,2.75,1.42,2.45,1.5,1.2,3.3,2.82,1.488
8,San Jose,Siebel Open,2004-02-10,International,Indoor,Hard,1st Round,3,Dent T.,Goldstein P.,23.0,101.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.222,3.75,1.2,4.25,1.17,4.67,1.25,3.0,1.222,4.85
8,San Jose,Siebel Open,2004-02-10,International,Indoor,Hard,1st Round,3,Saulnier C.,Vahaly B.,73.0,85.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,1.48,2.55,1.4,2.85,1.5,2.1,1.488,2.8
8,San Jose,Siebel Open,2004-02-10,International,Indoor,Hard,1st Round,3,Carlsen K.,Melzer J.,91.0,76.0,6.0,3.0,4.0,6.0,6,3.0,,,,,2.0,1.0,Completed,2.0,1.727,2.0,1.77,1.95,1.8,1.9,1.6,1.952,1.893
8,San Jose,Siebel Open,2004-02-10,International,Indoor,Hard,1st Round,3,Vliegen K.,Popp A.,158.0,86.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.833,1.833,2.0,1.77,1.85,1.85,1.85,1.65,2.06,1.82
8,San Jose,Siebel Open,2004-02-10,International,Indoor,Hard,1st Round,3,Fish M.,Reichel A.,21.0,1154.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
8,San Jose,Siebel Open,2004-02-11,International,Indoor,Hard,1st Round,3,Ginepri R.,Mamiit C.,25.0,192.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.0,1.2,4.25,1.17,4.67,1.2,3.3,1.202,5.25
8,San Jose,Siebel Open,2004-02-11,International,Indoor,Hard,1st Round,3,Agassi A.,Labadze I.,5.0,69.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.05,8.5,1.03,11.0,1.07,7.19,1.03,5.5,1.057,14.5
8,San Jose,Siebel Open,2004-02-11,International,Indoor,Hard,1st Round,3,Spadea V.,Haas T.,27.0,,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,1.37,2.92,1.35,2.5,1.535,2.67
8,San Jose,Siebel Open,2004-02-11,International,Indoor,Hard,1st Round,3,Lee H.T.,Malisse X.,72.0,64.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.25,1.571,2.35,1.56,2.3,1.6,2.2,1.45,2.47,1.613
8,San Jose,Siebel Open,2004-02-11,International,Indoor,Hard,1st Round,3,Johansson J.,Kiefer N.,77.0,56.0,5.0,7.0,7.0,5.0,6,2.0,,,,,2.0,1.0,Completed,1.571,2.25,1.6,2.25,1.6,2.3,1.55,2.0,1.595,2.5
8,San Jose,Siebel Open,2004-02-12,International,Indoor,Hard,1st Round,3,Roddick A.,Rochus C.,3.0,109.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.04,9.0,1.03,11.0,1.03,10.5,1.02,6.0,1.03,24.11
8,San Jose,Siebel Open,2004-02-12,International,Indoor,Hard,1st Round,3,Blake J.,Fleishman Z.,37.0,220.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.125,5.5,1.12,6.0,1.1,6.25,1.1,4.5,1.105,8.5
8,San Jose,Siebel Open,2004-02-11,International,Indoor,Hard,2nd Round,3,Gambill J.M.,Hippensteel K.,66.0,377.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
8,San Jose,Siebel Open,2004-02-11,International,Indoor,Hard,2nd Round,3,Kendrick R.,Dent T.,139.0,23.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.222,4.5,1.18,4.67,1.17,3.3,1.2,4.38,1.245
8,San Jose,Siebel Open,2004-02-12,International,Indoor,Hard,2nd Round,3,Fish M.,Carlsen K.,21.0,91.0,6.0,3.0,3.0,6.0,7,6.0,,,,,2.0,1.0,Completed,1.364,2.875,1.35,3.1,1.28,3.46,1.35,2.5,1.351,3.45
8,San Jose,Siebel Open,2004-02-12,International,Indoor,Hard,2nd Round,3,Lee H.T.,Spadea V.,72.0,27.0,2.0,6.0,6.0,4.0,6,4.0,,,,,2.0,1.0,Completed,2.375,1.533,2.4,1.55,2.35,1.55,2.3,1.4,2.55,1.571
8,San Jose,Siebel Open,2004-02-12,International,Indoor,Hard,2nd Round,3,Saulnier C.,Ginepri R.,73.0,25.0,3.0,6.0,7.0,5.0,6,4.0,,,,,2.0,1.0,Completed,2.375,1.533,2.65,1.45,2.65,1.45,2.3,1.4,2.8,1.488
8,San Jose,Siebel Open,2004-02-13,International,Indoor,Hard,2nd Round,3,Johansson J.,Blake J.,77.0,37.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.65,1.45,2.67,1.44,2.7,1.3,2.89,1.457
8,San Jose,Siebel Open,2004-02-13,International,Indoor,Hard,2nd Round,3,Agassi A.,Moodie W.,5.0,90.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.071,7.5,1.08,7.0,1.1,6.75,1.07,4.8,1.091,9.26
8,San Jose,Siebel Open,2004-02-13,International,Indoor,Hard,2nd Round,3,Roddick A.,Vliegen K.,3.0,158.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.05,8.5,1.04,9.0,1.04,9.25,1.03,5.5,1.041,18.13
8,San Jose,Siebel Open,2004-02-14,International,Indoor,Hard,Quarterfinals,3,Kendrick R.,Saulnier C.,139.0,73.0,7.0,6.0,4.0,6.0,6,3.0,,,,,2.0,1.0,Completed,2.5,1.5,2.35,1.57,2.35,1.55,2.2,1.45,2.57,1.571
8,San Jose,Siebel Open,2004-02-14,International,Indoor,Hard,Quarterfinals,3,Roddick A.,Johansson J.,3.0,77.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.125,5.5,1.16,5.0,1.15,5.5,1.1,4.5,1.16,5.75
8,San Jose,Siebel Open,2004-02-14,International,Indoor,Hard,Quarterfinals,3,Agassi A.,Gambill J.M.,5.0,66.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.1,6.0,1.11,6.0,1.11,5.84,1.1,4.5,1.1,8.98
8,San Jose,Siebel Open,2004-02-14,International,Indoor,Hard,Quarterfinals,3,Fish M.,Lee H.T.,21.0,72.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.4,2.85,1.37,2.92,1.4,2.3,1.417,3.1
8,San Jose,Siebel Open,2004-02-14,International,Indoor,Hard,Semifinals,3,Roddick A.,Kendrick R.,3.0,139.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.063,8.0,1.06,8.0,1.07,7.19,1.05,5.0,1.053,16.3
8,San Jose,Siebel Open,2004-02-15,International,Indoor,Hard,Semifinals,3,Fish M.,Agassi A.,21.0,5.0,5.0,7.0,6.0,4.0,6,2.0,,,,,2.0,1.0,Completed,4.5,1.167,4.65,1.18,4.67,1.17,3.8,1.15,5.28,1.197
8,San Jose,Siebel Open,2004-02-15,International,Indoor,Hard,The Final,3,Roddick A.,Fish M.,3.0,21.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.167,4.5,1.22,4.25,1.25,3.75,1.15,4.0,1.244,4.5
9,Vina del Mar,Bellsouth Open,2004-02-09,International,Outdoor,Clay,1st Round,3,Gaudio G.,Gasquet R.,34.0,104.0,3.0,6.0,6.0,3.0,6,2.0,,,,,2.0,1.0,Completed,1.25,3.5,1.22,4.1,1.2,4.25,1.2,3.3,1.249,4.41
9,Vina del Mar,Bellsouth Open,2004-02-09,International,Outdoor,Clay,1st Round,3,Ramirez-Hidalgo R.,Behrend T.,79.0,103.0,6.0,1.0,3.0,6.0,6,3.0,,,,,2.0,1.0,Completed,1.444,2.625,1.48,2.55,,,1.45,2.2,1.483,2.87
9,Vina del Mar,Bellsouth Open,2004-02-09,International,Outdoor,Clay,1st Round,3,Acasuso J.,Lapentti N.,113.0,60.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.15,1.67,2.1,1.7,2.0,1.55,2.19,1.741
9,Vina del Mar,Bellsouth Open,2004-02-09,International,Outdoor,Clay,1st Round,3,Zabaleta M.,Ferrer D.,31.0,68.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.727,2.0,1.77,2.0,1.85,2.0,1.65,1.85,1.862,2.0
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Kuerten G.,Lisnard J.R.,17.0,123.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.12,5.75,1.15,4.9,1.1,4.5,1.167,5.75
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Miranda I.,Vassallo-Arguello M.,126.0,110.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.16,4.5,,,,,,,,
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Volandri F.,Portas A.,44.0,83.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.5,2.5,1.5,2.45,1.45,2.2,1.595,2.52
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Levy H.,Cermak F.,106.0,212.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.375,1.533,2.3,1.6,2.35,1.55,2.0,1.55,2.45,1.606
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Garcia A.,Capdeville P.,232.0,459.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Sanchez D.,Chela J.I.,50.0,40.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.375,1.533,2.25,1.62,2.3,1.6,2.0,1.55,2.3,1.685
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Squillari F.,Hernandez O.,137.0,92.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.667,2.1,1.75,2.02,1.7,2.1,1.5,2.1,1.752,2.13
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Blanco G.,Marin J.A.,88.0,246.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.571,2.25,1.6,2.25,1.6,2.25,1.45,2.2,1.552,2.61
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Horna L.,Hormazabal G.,65.0,1011.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Gonzalez F.,Montanes A.,36.0,94.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.286,3.25,1.3,3.4,1.25,3.75,1.3,2.7,1.333,3.55
9,Vina del Mar,Bellsouth Open,2004-02-10,International,Outdoor,Clay,1st Round,3,Saretta F.,Gamonal H.,45.0,187.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.222,3.75,1.28,3.5,1.3,3.35,1.3,2.7,1.351,3.45
9,Vina del Mar,Bellsouth Open,2004-02-11,International,Outdoor,Clay,1st Round,3,Massu N.,Verdasco F.,14.0,105.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,1.33,3.2,1.28,3.46,1.25,3.0,1.323,3.6
9,Vina del Mar,Bellsouth Open,2004-02-11,International,Outdoor,Clay,2nd Round,3,Volandri F.,Blanco G.,44.0,88.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.85,1.3,3.35,1.3,2.7,1.37,3.35
9,Vina del Mar,Bellsouth Open,2004-02-11,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Acasuso J.,34.0,113.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.85,1.39,2.83,1.4,2.3,1.444,2.9
9,Vina del Mar,Bellsouth Open,2004-02-11,International,Outdoor,Clay,2nd Round,3,Sanchez D.,Miranda I.,50.0,126.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.222,4.0,1.28,3.5,1.28,3.46,1.2,3.3,1.253,4.45
9,Vina del Mar,Bellsouth Open,2004-02-12,International,Outdoor,Clay,2nd Round,3,Kuerten G.,Squillari F.,17.0,137.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.222,4.0,1.2,4.25,1.25,3.75,1.2,3.3,1.225,4.6
9,Vina del Mar,Bellsouth Open,2004-02-12,International,Outdoor,Clay,2nd Round,3,Saretta F.,Horna L.,45.0,65.0,6.0,1.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.571,2.25,1.6,2.3,1.55,2.35,1.55,2.0,1.568,2.56
9,Vina del Mar,Bellsouth Open,2004-02-12,International,Outdoor,Clay,2nd Round,3,Gonzalez F.,Garcia A.,36.0,232.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.22,4.0,,,,,1.1,4.5,1.121,7.5
9,Vina del Mar,Bellsouth Open,2004-02-12,International,Outdoor,Clay,2nd Round,3,Zabaleta M.,Ramirez-Hidalgo R.,31.0,79.0,6.0,3.0,4.0,6.0,6,1.0,,,,,2.0,1.0,Completed,1.4,2.75,1.4,2.85,1.39,2.83,1.35,2.5,1.4,3.2
9,Vina del Mar,Bellsouth Open,2004-02-13,International,Outdoor,Clay,2nd Round,3,Massu N.,Levy H.,14.0,106.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.13,5.65,1.15,5.5,1.15,3.8,1.129,7.0
9,Vina del Mar,Bellsouth Open,2004-02-13,International,Outdoor,Clay,Quarterfinals,3,Sanchez D.,Gaudio G.,50.0,34.0,7.0,5.0,3.0,6.0,6,2.0,,,,,2.0,1.0,Completed,2.625,1.444,2.5,1.5,2.4,1.53,2.2,1.45,2.65,1.541
9,Vina del Mar,Bellsouth Open,2004-02-13,International,Outdoor,Clay,Quarterfinals,3,Kuerten G.,Volandri F.,17.0,44.0,6.0,1.0,2.0,6.0,7,6.0,,,,,2.0,1.0,Completed,1.5,2.5,1.52,2.45,1.53,2.4,1.4,2.3,1.543,2.64
9,Vina del Mar,Bellsouth Open,2004-02-13,International,Outdoor,Clay,Quarterfinals,3,Saretta F.,Zabaleta M.,45.0,31.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.1,1.7,2.1,1.65,2.0,1.55,2.03,1.84
9,Vina del Mar,Bellsouth Open,2004-02-14,International,Outdoor,Clay,Quarterfinals,3,Gonzalez F.,Massu N.,36.0,14.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.909,1.8,1.9,1.85,1.85,1.85,1.85,1.65,2.02,1.847
9,Vina del Mar,Bellsouth Open,2004-02-14,International,Outdoor,Clay,Semifinals,3,Kuerten G.,Sanchez D.,17.0,50.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.57,2.35,1.55,2.35,1.4,2.3,1.606,2.47
9,Vina del Mar,Bellsouth Open,2004-02-15,International,Outdoor,Clay,Semifinals,3,Gonzalez F.,Saretta F.,36.0,45.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.55,2.4,1.53,2.4,1.45,2.2,1.588,2.54
