ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Hanescu V.,Horna L.,90,59.0,,,6.0,3.0,6,4,6,4,,,,,3.0,0.0,Completed,2.1,1.66,1.93,1.83,1.95,1.8,1.95,1.65,2.16,1.794
31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Moya C.,Vicente F.,15,155.0,,,6.0,4.0,7,6,6,7,0.0,6.0,6.0,4.0,3.0,2.0,Completed,1.04,9.0,1.06,8.5,1.1,6.75,1.1,5.0,1.08,10.75
31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Nadal R.,Gasquet R.,5,31.0,,,6.0,4.0,6,3,6,2,,,,,3.0,0.0,Completed,1.22,4.0,1.22,4.1,,,1.2,3.6,1.26,4.54
31,Paris,French Open,2005-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Nalbandian D.,Ancic M.,11,18.0,,,6.0,4.0,7,6,6,3,,,,,3.0,0.0,Completed,1.25,3.75,1.2,4.4,1.25,3.9,1.25,3.2,1.271,4.39
31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Acasuso J.,Volandri F.,62,34.0,,,3.0,0.0,,,,,,,,,0.0,0.0,Retired,2.1,1.66,1.93,1.83,2.1,1.7,2.2,1.5,2.02,1.893
31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Coria G.,Melzer J.,9,44.0,,,6.0,1.0,6,1,7,6,,,,,3.0,0.0,Completed,1.06,8.0,1.06,8.5,1.07,7.19,1.1,5.0,1.065,14.0
31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Davydenko N.,Haas T.,12,22.0,,,7.0,5.0,6,0,6,0,,,,,3.0,0.0,Completed,1.53,2.37,1.65,2.2,1.6,2.3,1.65,1.95,1.613,2.53
31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Puerta M.,Wawrinka S.,37,87.0,,,1.0,6.0,6,3,6,1,6.0,4.0,,,3.0,1.0,Completed,1.39,2.75,1.4,2.85,1.37,2.92,1.4,2.5,1.478,2.89
31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Robredo T.,Sanchez D.,16,138.0,,,6.0,4.0,6,3,6,1,,,,,3.0,0.0,Completed,1.28,3.5,1.28,3.55,1.25,3.75,1.2,3.6,1.333,3.7
31,Paris,French Open,2005-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Safin M.,Ferrero J.C.,4,33.0,,,7.0,6.0,7,5,1,6,7.0,6.0,,,3.0,1.0,Completed,2.62,1.44,2.55,1.5,2.4,1.53,2.1,1.55,3.0,1.455
31,Paris,French Open,2005-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Canas G.,Mathieu P.H.,10,67.0,,,6.0,3.0,7,6,2,6,6.0,7.0,8.0,6.0,3.0,2.0,Completed,1.25,3.75,1.33,3.2,1.25,3.9,1.3,2.9,1.282,4.25
31,Paris,French Open,2005-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Kiefer N.,Andreev I.,28,38.0,,,6.0,4.0,7,6,3,6,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.45,1.53,2.45,1.5,2.2,1.5,2.84,1.495
31,Paris,French Open,2005-05-29,Grand Slam,Outdoor,Clay,4th Round,5,Hanescu V.,Nalbandian D.,90,11.0,,,6.0,3.0,4,6,5,7,6.0,1.0,6.0,2.0,3.0,2.0,Completed,5.0,1.14,4.65,1.18,6.25,1.1,4.0,1.15,6.2,1.175
31,Paris,French Open,2005-05-29,Grand Slam,Outdoor,Clay,4th Round,5,Federer R.,Moya C.,1,15.0,,,6.0,1.0,6,4,6,3,,,,,3.0,0.0,Completed,1.06,8.0,1.05,9.0,1.06,10.68,1.1,5.0,,
31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Ferrer D.,Gaudio G.,21,6.0,,,2.0,6.0,6,4,7,6,5.0,7.0,6.0,4.0,3.0,2.0,Completed,2.25,1.57,2.5,1.5,1.87,1.87,2.5,1.4,2.37,1.68
31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Davydenko N.,Coria G.,12,9.0,,,2.0,6.0,6,3,7,6,6.0,2.0,,,3.0,1.0,Completed,4.5,1.16,4.25,1.2,4.25,1.2,4.0,1.15,4.66,1.246
31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Canas G.,Kiefer N.,10,28.0,,,,,,,,,,,,,,,Walkover,1.33,3.25,1.28,3.55,1.35,3.1,1.3,2.9,1.294,4.1
31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Puerta M.,Acasuso J.,37,62.0,,,6.0,4.0,6,1,6,1,,,,,3.0,0.0,Completed,1.61,2.2,1.67,2.15,1.75,2.05,1.6,2.0,1.617,2.52
31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Nadal R.,Grosjean S.,5,24.0,,,6.0,4.0,3,6,6,0,6.0,3.0,,,3.0,1.0,Completed,1.04,9.0,1.05,9.0,1.07,7.19,1.05,6.0,1.087,9.75
31,Paris,French Open,2005-05-30,Grand Slam,Outdoor,Clay,4th Round,5,Robredo T.,Safin M.,16,4.0,,,7.0,5.0,1,6,6,1,4.0,6.0,8.0,6.0,3.0,2.0,Completed,2.75,1.39,2.45,1.53,2.6,1.45,2.5,1.4,2.97,1.461
31,Paris,French Open,2005-05-31,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Hanescu V.,1,90.0,,,6.0,2.0,7,6,6,3,,,,,3.0,0.0,Completed,1.02,13.0,1.04,10.0,1.05,8.5,1.05,6.0,1.051,16.0
31,Paris,French Open,2005-05-31,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nadal R.,Ferrer D.,5,21.0,,,7.0,5.0,6,2,6,0,,,,,3.0,0.0,Completed,1.1,7.0,1.1,6.5,1.1,6.75,1.1,5.0,1.161,6.63
31,Paris,French Open,2005-06-01,Grand Slam,Outdoor,Clay,Quarterfinals,5,Puerta M.,Canas G.,37,10.0,,,6.0,2.0,3,6,1,6,6.0,3.0,6.0,4.0,3.0,2.0,Completed,2.37,1.53,2.2,1.65,2.29,1.66,2.1,1.55,2.43,1.654
31,Paris,French Open,2005-06-01,Grand Slam,Outdoor,Clay,Quarterfinals,5,Davydenko N.,Robredo T.,12,16.0,,,3.0,6.0,6,1,6,2,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.57,2.25,1.55,2.4,1.66,2.29,1.6,2.0,1.629,2.49
31,Paris,French Open,2005-06-03,Grand Slam,Outdoor,Clay,Semifinals,5,Puerta M.,Davydenko N.,37,12.0,,,6.0,3.0,5,7,2,6,6.0,4.0,6.0,4.0,3.0,2.0,Completed,2.37,1.57,1.87,1.87,2.21,1.73,1.95,1.65,2.35,1.69
31,Paris,French Open,2005-06-03,Grand Slam,Outdoor,Clay,Semifinals,5,Nadal R.,Federer R.,5,1.0,,,6.0,3.0,4,6,6,4,6.0,3.0,,,3.0,1.0,Completed,2.25,1.61,1.36,3.0,2.23,1.72,1.9,1.7,2.33,1.699
31,Paris,French Open,2005-06-05,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Puerta M.,5,37.0,,,6.0,7.0,6,3,6,1,7.0,5.0,,,3.0,1.0,Completed,1.08,7.0,1.11,6.5,1.13,6.93,1.1,5.0,1.139,7.46
32,Halle,Gerry Weber Open,2005-06-06,International,Outdoor,Grass,1st Round,3,Canas G.,Verdasco F.,8,57.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,1.72,2.0,1.75,2.0,1.67,2.12,1.7,1.9,1.735,2.26
32,Halle,Gerry Weber Open,2005-06-06,International,Outdoor,Grass,1st Round,3,Melzer J.,Martin A.,37,52.0,,,7.0,5.0,6,7,7,6,,,,,2.0,1.0,Completed,1.22,3.75,1.3,3.4,1.21,4.06,1.2,3.6,1.345,3.6
32,Halle,Gerry Weber Open,2005-06-06,International,Outdoor,Grass,1st Round,3,Mayer F.,Youzhny M.,60,33.0,,,6.0,4.0,7,6,,,,,,,2.0,0.0,Completed,2.2,1.61,2.4,1.55,2.45,1.5,2.0,1.6,2.54,1.61
32,Halle,Gerry Weber Open,2005-06-06,International,Outdoor,Grass,1st Round,3,Lopez F.,Carlsen K.,32,53.0,,,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.55,1.53,2.4,1.4,2.5,1.578,2.63
32,Halle,Gerry Weber Open,2005-06-06,International,Outdoor,Grass,1st Round,3,Rochus O.,Saulnier C.,39,50.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,1.83,1.83,1.88,1.88,1.95,1.8,1.8,1.8,2.07,1.855
32,Halle,Gerry Weber Open,2005-06-06,International,Outdoor,Grass,1st Round,3,Safin M.,Popp A.,5,132.0,,,6.0,3.0,6,2,,,,,,,2.0,0.0,Completed,1.44,2.62,1.53,2.45,1.46,2.6,1.45,2.35,1.568,2.64
32,Halle,Gerry Weber Open,2005-06-06,International,Outdoor,Grass,1st Round,3,Haas T.,Novak J.,23,27.0,,,6.0,4.0,6,1,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.4,1.55,2.35,1.45,2.35,1.495,2.82
32,Halle,Gerry Weber Open,2005-06-07,International,Outdoor,Grass,1st Round,3,Ferrero J.C.,Voltchkov V.,34,182.0,,,6.0,7.0,6,4,6,4,,,,,2.0,1.0,Completed,1.36,2.87,1.45,2.7,1.4,2.85,1.45,2.35,1.5,2.8
32,Halle,Gerry Weber Open,2005-06-07,International,Outdoor,Grass,1st Round,3,Norman D.,Rochus C.,118,48.0,,,6.0,4.0,3,6,6,1,,,,,2.0,1.0,Completed,1.53,2.37,1.5,2.55,1.55,2.35,1.45,2.35,1.585,2.61
32,Halle,Gerry Weber Open,2005-06-07,International,Outdoor,Grass,1st Round,3,Wang Y.T.,Llodra M.,156,66.0,,,7.0,6.0,6,7,6,2,,,,,2.0,1.0,Completed,3.0,1.33,2.85,1.4,2.85,1.4,2.7,1.35,3.25,1.408
32,Halle,Gerry Weber Open,2005-06-07,International,Outdoor,Grass,1st Round,3,Santoro F.,Pavel A.,55,45.0,,,7.0,5.0,6,2,,,,,,,2.0,0.0,Completed,2.0,1.72,1.93,1.83,2.1,1.7,2.35,1.45,1.893,2.02
32,Halle,Gerry Weber Open,2005-06-07,International,Outdoor,Grass,1st Round,3,Federer R.,Soderling R.,1,35.0,,,6.0,7.0,7,6,6,4,,,,,2.0,1.0,Completed,1.05,8.0,1.05,9.0,1.05,8.5,1.05,6.0,1.044,18.25
32,Halle,Gerry Weber Open,2005-06-07,International,Outdoor,Grass,1st Round,3,Kohlschreiber P.,Johansson J.,71,10.0,,,7.0,6.0,6,1,,,,,,,2.0,0.0,Completed,7.0,1.07,9.0,1.05,10.5,1.03,6.0,1.05,8.7,1.101
32,Halle,Gerry Weber Open,2005-06-07,International,Outdoor,Grass,1st Round,3,Schuettler R.,Nalbandian D.,64,18.0,,,6.0,3.0,6,3,,,,,,,2.0,0.0,Completed,3.25,1.28,3.4,1.3,3.45,1.3,3.2,1.25,3.75,1.333
32,Halle,Gerry Weber Open,2005-06-07,International,Outdoor,Grass,1st Round,3,Zimonjic N.,Kiefer N.,710,26.0,,,6.0,7.0,6,3,6,4,,,,,2.0,1.0,Completed,,,4.35,1.2,4.25,1.2,4.0,1.15,5.36,1.206
32,Halle,Gerry Weber Open,2005-06-08,International,Outdoor,Grass,1st Round,3,Waske A.,Nadal R.,147,3.0,,,4.0,6.0,7,5,6,3,,,,,2.0,1.0,Completed,4.0,1.22,3.55,1.28,3.22,1.32,2.7,1.35,3.7,1.333
32,Halle,Gerry Weber Open,2005-06-08,International,Outdoor,Grass,2nd Round,3,Safin M.,Santoro F.,5,55.0,,,3.0,6.0,7,6,3,2,,,,,1.0,1.0,Retired,1.53,2.37,1.6,2.3,1.55,2.35,1.45,2.35,1.719,2.29
32,Halle,Gerry Weber Open,2005-06-08,International,Outdoor,Grass,2nd Round,3,Rochus O.,Lopez F.,39,32.0,,,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,2.25,1.57,2.2,1.65,2.3,1.6,2.2,1.5,2.34,1.694
32,Halle,Gerry Weber Open,2005-06-08,International,Outdoor,Grass,2nd Round,3,Kohlschreiber P.,Wang Y.T.,71,156.0,,,6.0,2.0,5,7,7,6,,,,,2.0,1.0,Completed,1.9,1.8,2.15,1.67,1.85,1.9,1.85,1.75,2.14,1.806
32,Halle,Gerry Weber Open,2005-06-08,International,Outdoor,Grass,2nd Round,3,Haas T.,Melzer J.,23,37.0,,,6.0,2.0,3,6,6,4,,,,,2.0,1.0,Completed,1.44,2.62,1.5,2.55,1.5,2.45,1.4,2.5,1.571,2.65
32,Halle,Gerry Weber Open,2005-06-09,International,Outdoor,Grass,2nd Round,3,Canas G.,Zimonjic N.,8,710.0,,,6.0,3.0,7,6,,,,,,,2.0,0.0,Completed,,,1.33,3.2,1.4,2.85,1.35,2.7,1.391,3.36
32,Halle,Gerry Weber Open,2005-06-09,International,Outdoor,Grass,2nd Round,3,Federer R.,Mayer F.,1,60.0,,,6.0,2.0,6,4,,,,,,,2.0,0.0,Completed,1.03,10.0,1.04,10.0,1.04,9.25,1.05,6.0,1.044,18.5
32,Halle,Gerry Weber Open,2005-06-09,International,Outdoor,Grass,2nd Round,3,Ferrero J.C.,Waske A.,34,147.0,,,7.0,6.0,6,7,6,3,,,,,2.0,1.0,Completed,1.44,2.62,1.45,2.7,1.45,2.65,1.4,2.5,1.463,3.0
32,Halle,Gerry Weber Open,2005-06-09,International,Outdoor,Grass,2nd Round,3,Schuettler R.,Norman D.,64,118.0,,,6.0,3.0,6,3,,,,,,,2.0,0.0,Completed,1.53,2.37,1.57,2.35,1.55,2.35,1.5,2.2,1.671,2.39
32,Halle,Gerry Weber Open,2005-06-10,International,Outdoor,Grass,Quarterfinals,3,Federer R.,Kohlschreiber P.,1,71.0,,,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,1.01,13.0,1.02,12.0,1.03,10.38,1.03,7.0,1.029,26.0
32,Halle,Gerry Weber Open,2005-06-10,International,Outdoor,Grass,Quarterfinals,3,Safin M.,Rochus O.,5,39.0,,,6.0,4.0,7,6,,,,,,,2.0,0.0,Completed,1.53,2.37,1.6,2.3,1.62,2.2,1.5,2.2,1.699,2.33
32,Halle,Gerry Weber Open,2005-06-10,International,Outdoor,Grass,Quarterfinals,3,Haas T.,Ferrero J.C.,23,34.0,,,6.0,2.0,7,5,,,,,,,2.0,0.0,Completed,1.61,2.2,1.65,2.2,1.65,2.15,1.6,2.0,1.699,2.33
32,Halle,Gerry Weber Open,2005-06-10,International,Outdoor,Grass,Quarterfinals,3,Canas G.,Schuettler R.,8,64.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,1.53,2.37,1.53,2.45,1.51,2.46,1.55,2.1,1.588,2.6
32,Halle,Gerry Weber Open,2005-06-11,International,Outdoor,Grass,Semifinals,3,Federer R.,Haas T.,1,23.0,,,6.0,4.0,7,6,,,,,,,2.0,0.0,Completed,1.06,8.0,1.08,7.25,1.07,7.26,1.1,5.0,1.092,10.4
32,Halle,Gerry Weber Open,2005-06-11,International,Outdoor,Grass,Semifinals,3,Safin M.,Canas G.,5,8.0,,,6.0,3.0,4,6,6,2,,,,,2.0,1.0,Completed,1.61,2.2,1.67,2.15,1.55,2.35,1.65,1.95,1.676,2.38
32,Halle,Gerry Weber Open,2005-06-12,International,Outdoor,Grass,The Final,3,Federer R.,Safin M.,1,5.0,,,6.0,4.0,6,7,6,4,,,,,2.0,1.0,Completed,1.14,5.0,1.15,5.5,1.15,5.2,1.15,4.0,1.167,6.4
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Garcia-Lopez G.,Lisnard J.R.,81,95.0,,,7.0,6.0,6,1,,,,,,,2.0,0.0,Completed,1.66,2.1,1.65,2.2,1.75,2.05,1.8,1.8,1.671,2.39
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Hanescu V.,Draper S.,59,871.0,,,6.0,7.0,7,6,6,2,,,,,2.0,1.0,Completed,1.44,2.62,1.5,2.55,1.53,2.4,1.5,2.2,1.529,2.69
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Sanguinetti D.,Phau B.,63,105.0,,,6.0,2.0,7,6,,,,,,,2.0,0.0,Completed,1.33,3.0,1.4,2.85,1.4,2.85,1.35,2.7,1.383,3.35
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Ginepri R.,Burgsmuller L.,73,103.0,,,6.0,2.0,6,2,,,,,,,2.0,0.0,Completed,1.25,3.5,1.28,3.55,1.3,3.35,1.25,3.2,1.318,3.84
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Malisse X.,Lee H.T.,51,58.0,,,6.0,2.0,6,0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.65,2.2,1.6,2.25,1.55,2.1,1.82,2.12
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Beck K.,Arthurs W.,44,86.0,,,7.0,5.0,6,4,,,,,,,2.0,0.0,Completed,1.9,1.8,1.88,1.88,1.95,1.8,1.95,1.65,2.01,1.901
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Rusedski G.,Goodall J.,38,324.0,,,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,,,,,,,1.1,5.0,1.1,8.75
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Murray A.,Ventura S.,357,110.0,,,6.0,1.0,6,2,,,,,,,2.0,0.0,Completed,,,1.53,2.45,1.65,2.15,1.6,2.0,1.535,2.75
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Carraz G.,Sargsian S.,116,91.0,,,3.0,0.0,,,,,,,,,0.0,0.0,Retired,1.44,2.62,,,,,1.5,2.2,1.41,3.24
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Guccione C.,Vliegen K.,188,122.0,,,7.0,6.0,3,6,6,4,,,,,2.0,1.0,Completed,1.44,2.62,1.4,2.85,1.45,2.6,1.5,2.2,1.472,2.92
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Andreev I.,Mackin A.,42,230.0,,,7.0,5.0,4,6,6,3,,,,,2.0,1.0,Completed,1.36,2.87,1.33,3.2,1.4,2.85,1.25,3.2,1.407,3.26
33,Queens Club,Stella Artois,2005-06-06,International,Outdoor,Grass,1st Round,3,Kim K.,Srichaphan P.,70,36.0,,,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,3.5,1.25,3.55,1.28,3.35,1.3,2.9,1.3,4.73,1.248
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Tursunov D.,Bjorkman J.,155,106.0,,,7.0,5.0,6,3,,,,,,,2.0,0.0,Completed,2.75,1.39,2.85,1.4,2.53,1.48,2.2,1.5,2.97,1.461
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Dent T.,Behrend T.,30,80.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.12,5.5,1.13,5.65,1.15,5.2,1.1,5.0,1.141,7.4
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Zib T.,Haehnel J.,62,93.0,,,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,1.53,2.37,1.62,2.25,1.65,2.15,1.5,2.2,1.68,2.37
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Gasquet R.,Tipsarevic J.,29,96.0,,,6.0,1.0,7,6,,,,,,,2.0,0.0,Completed,1.25,3.5,1.35,3.1,1.35,3.1,1.45,2.35,1.366,3.53
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Muller G.,Benneteau J.,69,133.0,,,6.0,2.0,6,3,,,,,,,2.0,0.0,Completed,1.83,1.83,1.83,1.93,1.85,1.9,1.7,1.9,1.935,1.971
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Mirnyi M.,Berdych T.,40,43.0,,,7.0,6.0,3,6,6,2,,,,,2.0,1.0,Completed,1.44,2.62,1.4,2.85,1.45,2.6,1.4,2.5,1.4,3.3
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Philippoussis M.,Sluiter R.,189,100.0,,,6.0,4.0,6,0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.1,1.7,2.15,1.65,1.85,1.75,2.37,1.68
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Mathieu P.H.,Baghdatis M.,61,88.0,,,4.0,6.0,7,6,6,4,,,,,2.0,1.0,Completed,1.66,2.1,1.83,1.93,1.8,1.95,1.6,2.0,1.847,2.08
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Delgado J.,Monfils G.,205,82.0,,,6.0,2.0,6,4,,,,,,,2.0,0.0,Completed,2.75,1.39,2.85,1.4,2.85,1.4,2.7,1.35,2.9,1.476
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Hernych J.,Clement A.,75,92.0,,,6.0,4.0,2,6,6,2,,,,,2.0,1.0,Completed,2.37,1.53,2.3,1.6,2.25,1.6,2.1,1.55,2.98,1.459
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Karlovic I.,Mertinak M.,77,140.0,,,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,1.39,2.75,1.42,2.75,1.45,2.6,1.4,2.5,1.459,2.98
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,1st Round,3,Blake J.,Morrison J.,111,104.0,,,6.0,4.0,3,6,6,3,,,,,2.0,1.0,Completed,1.39,2.75,1.35,3.1,,,1.3,2.9,1.274,4.25
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,2nd Round,3,Hewitt L.,Malisse X.,2,51.0,,,6.0,7.0,7,5,7,5,,,,,2.0,1.0,Completed,1.25,3.75,1.3,3.4,1.35,3.1,1.25,3.2,1.262,4.41
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,2nd Round,3,Stepanek R.,Carraz G.,16,116.0,,,6.0,2.0,4,6,7,5,,,,,2.0,1.0,Completed,1.39,2.75,1.45,2.7,1.4,2.85,1.35,2.7,1.333,3.65
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,2nd Round,3,Henman T.,Ginepri R.,9,73.0,,,7.0,6.0,4,6,6,1,,,,,2.0,1.0,Completed,1.16,4.5,1.2,4.35,1.23,3.89,1.2,3.6,1.182,5.85
33,Queens Club,Stella Artois,2005-06-07,International,Outdoor,Grass,2nd Round,3,Grosjean S.,Garcia-Lopez G.,21,81.0,,,7.0,5.0,6,3,,,,,,,2.0,0.0,Completed,1.1,6.5,1.13,5.65,1.1,6.75,1.1,5.0,1.107,9.09
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Johansson T.,Muller G.,20,69.0,,,6.0,7.0,6,4,7,5,,,,,2.0,1.0,Completed,1.33,3.25,1.42,2.8,1.3,3.35,1.4,2.5,1.426,3.15
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Guccione C.,Andreev I.,188,42.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,2.25,1.57,2.3,1.6,2.12,1.67,2.2,1.5,2.17,1.787
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Mirnyi M.,Sanguinetti D.,40,63.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.55,1.5,2.45,1.45,2.35,1.476,2.9
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Zib T.,Kim K.,62,70.0,,,4.0,6.0,6,1,6,4,,,,,2.0,1.0,Completed,1.9,1.8,2.0,1.77,2.0,1.75,1.9,1.7,2.25,1.741
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Ancic M.,Hernych J.,22,75.0,,,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,1.14,5.0,1.2,4.4,1.2,4.25,1.2,3.6,1.182,5.9
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Karlovic I.,Gonzalez F.,77,24.0,,,6.0,3.0,7,6,,,,,,,2.0,0.0,Completed,1.72,2.0,1.67,2.15,1.7,2.1,1.65,1.95,1.637,2.47
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Blake J.,Hanescu V.,111,59.0,,,6.0,2.0,6,4,,,,,,,2.0,0.0,Completed,1.72,2.0,1.7,2.1,1.65,2.15,1.65,1.95,1.725,2.28
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Beck K.,Mathieu P.H.,44,61.0,,,6.0,2.0,4,6,7,6,,,,,2.0,1.0,Completed,1.44,2.62,1.45,2.7,1.5,2.45,1.35,2.7,1.439,3.08
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Gasquet R.,Delgado J.,29,205.0,,,6.0,4.0,6,1,,,,,,,2.0,0.0,Completed,1.22,4.0,1.3,3.4,1.3,3.35,1.3,2.9,1.339,3.65
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Roddick A.,Philippoussis M.,4,189.0,,,6.0,2.0,6,4,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,4.4,1.25,3.75,1.25,3.2,1.179,5.95
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Rusedski G.,Tursunov D.,38,155.0,,,6.0,1.0,6,7,6,4,,,,,2.0,1.0,Completed,1.36,3.0,1.37,3.0,1.35,3.1,1.3,2.9,1.424,3.16
33,Queens Club,Stella Artois,2005-06-08,International,Outdoor,Grass,2nd Round,3,Murray A.,Dent T.,357,30.0,,,6.0,3.0,6,3,,,,,,,2.0,0.0,Completed,4.5,1.16,4.65,1.18,5.2,1.15,3.6,1.2,5.44,1.198
33,Queens Club,Stella Artois,2005-06-09,International,Outdoor,Grass,3rd Round,3,Karlovic I.,Zib T.,77,62.0,,,6.0,2.0,6,4,,,,,,,2.0,0.0,Completed,1.39,2.75,1.37,3.0,1.4,2.85,1.45,2.35,1.377,3.45
33,Queens Club,Stella Artois,2005-06-09,International,Outdoor,Grass,3rd Round,3,Roddick A.,Beck K.,4,44.0,,,6.0,2.0,3,6,6,4,,,,,2.0,1.0,Completed,1.08,7.0,1.11,6.25,1.1,6.75,1.1,5.0,1.089,10.25
33,Queens Club,Stella Artois,2005-06-09,International,Outdoor,Grass,3rd Round,3,Gasquet R.,Ancic M.,29,22.0,,,7.0,5.0,1,6,6,3,,,,,2.0,1.0,Completed,3.0,1.36,3.0,1.37,2.6,1.45,2.35,1.45,3.25,1.408
